"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","target.org.colour","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"913","#REF!","Meteor M48/5","Benguela_342","","2000-10-24",13.5,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.23,1845.16602,35,"5",8.194015,0.173837,4,7,15.23,15.23,NA,NA,1.49,0.06,"gC m-3",NA,NA,NA,NA,2.79e+09,54400000,9.2e+07,7.77e+09,170000000,190000,22100000,NA,665000,25200,92500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.529019057,"","Phytoplankton","phytoplankton","4","forestgreen",-1.529019057,-1.52901905709967,-1.50355644376907,0.00303233587379833,0.6870972751914,0.983347092297929
"914","#REF!","Meteor M48/5","Benguela_343","","2000-10-24",13.6833,-23,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.08,1989.20349,35,"5",8.194326,0.189863,4,7,15.08,15.08,NA,NA,2.18,0.06,"gC m-3",NA,NA,NA,NA,3.87e+09,43500000,18400000,2.45e+09,92400000,608000,16100000,NA,725000,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.369183759,"","Phytoplankton","phytoplankton","4","forestgreen",-1.369183759,-1.36918375891824,-1.35303392010498,0.00891016623089975,0.647461779576724,0.988204768871334
"915","#REF!","Meteor M48/5","Benguela_344","","2000-10-24",13.8667,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,2045.8313,35,"5.081902",8.194976,0.212445,4,7.277531,15,15,NA,NA,1.02,0.06,"gC m-3",NA,NA,NA,NA,2.45e+09,NA,NA,1.79e+09,10600000,1220000,1.8e+07,4220000,472000,NA,NA,21100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568697863,"","Phytoplankton","phytoplankton","4","forestgreen",-1.568697863,-1.5686978631993,-1.54824509830683,0.0013970171079685,0.838790918805602,0.986961947755793
"917","#REF!","Meteor M48/5","Benguela_346","","2000-10-25",14.2167,-22.9833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.78,3133.79419,35,"5.261128",8.195509,0.29884,4,8,14.78,14.78,NA,NA,1.26,0.06,"gC m-3",NA,NA,NA,NA,3.96e+09,NA,NA,8.96e+08,1820000,228000,5350000,1850000,708000,NA,46300,84500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.421271692,"","Phytoplankton","phytoplankton","4","forestgreen",-1.421271692,-1.42127169233974,-1.47991379619046,0.00244177517934624,0.752599282590191,1.04126030548596
"919","#REF!","Meteor M48/5","Benguela_348","","2000-10-25",14.3667,-23,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.7,3129.31445,34.965179,"5.092904",8.195951,0.314698,4,8,14.7,14.7,NA,NA,1.28,0.08,"gC m-3",NA,NA,NA,NA,2.47e+09,10900000,73600000,2.53e+10,2150000,3040000,2.11e+08,48600000,10400000,10500000,624000,551000,117000,18000,NA,45600,28100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.959873684,"","Phytoplankton","phytoplankton","4","forestgreen",-0.959873684,-0.959873683832577,-0.919411039350752,0.000104960218009532,0.670431433875105,0.957845865217774
"922","#REF!","Meteor M48/5","Benguela_351","","2000-10-25",14.3167,-24.25,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.7,3481,34.43811,"5",8.195051,0.337186,4.961247,8.042493,14.7,14.7,NA,NA,1.29,0.07,"gC m-3",NA,NA,NA,NA,2.23e+09,73600000,1.39e+08,4.75e+09,402000000,6080000,2.08e+09,1.21e+08,11200000,2010000,3330000,21100,NA,36000,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1370143,"","Phytoplankton","phytoplankton","4","forestgreen",-1.1370143,-1.13701429955535,-1.11896935699563,8.02965431172146e-05,0.739363339168014,0.984129537329151
"923","#REF!","Meteor M48/5","Benguela_352","","2000-10-25",14.3333,-24.2667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,12,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.7,3481,34.29829,"5",8.195056,0.346942,4.984898,8.040594,14.7,14.7,NA,NA,1.29,0.05,"gC m-3",NA,NA,NA,NA,3.63e+09,38200000,83200000,4.96e+09,172000000,3040000,1.58e+09,1.62e+08,11500000,4390000,2590000,422000,39000,NA,NA,30400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.039027784,"","Phytoplankton","phytoplankton","4","forestgreen",-1.039027784,-1.03902778404357,-1.05570138030085,0.000248121149828843,0.687020667018573,1.01604730552697
"924","#REF!","Meteor M48/5","Benguela_353","","2000-10-26",12.1,-25.4667,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.2,1014.75122,35,"5",8.193042,0.073154,3.166786,5.077764,16.2,16.2,NA,NA,0.3,0.06,"gC m-3",NA,NA,NA,NA,1.02e+09,NA,5270000,4.95e+08,1900000,3150000,1.1e+07,192000,1210000,802000,92500,NA,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.094863621,"","Phytoplankton","phytoplankton","4","forestgreen",-1.094863621,-1.09486362122296,-1.08836615361101,0.000733910532700624,0.73568556465419,0.994065500703135
"925","#REF!","Meteor M48/5","Benguela_354","","2000-10-27",12.8167,-25.3333,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.75,1122.49695,35,"5",8.194,0.091785,4,6,15.75,15.75,NA,NA,0.83,0.05,"gC m-3",NA,NA,NA,NA,2.26e+09,5.66e+08,1560000,8.11e+08,12300000,2510000,1.9e+07,1560000,5920000,100000,139000,528000,39000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.089160787,"","Phytoplankton","phytoplankton","4","forestgreen",-1.089160787,-1.08916078713427,-1.15324534527653,5.23013423535906e-05,0.756943324652638,1.0588384736592
"926","#REF!","Meteor M48/5","Benguela_355","","2000-10-27",13,-25.3,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.6,1183.7218,35,"5",8.194012,0.098668,4,6,15.6,15.6,NA,NA,0.81,0.04,"gC m-3",NA,NA,NA,NA,3.23e+09,3.81e+08,291000,1.98e+09,8000000,1980000,18200000,1630000,2960000,426000,NA,84500,NA,54000,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.972230348,"","Phytoplankton","phytoplankton","4","forestgreen",-0.972230348,-0.972230348136169,-1.03902940737978,0.000582865601571294,0.673887001402957,1.06870702968406
"927","#REF!","Meteor M48/5","Benguela_356","","2000-10-28",13.7333,-25.5833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15.08,1293.33887,35,"5",8.195699,0.138006,4.214094,7.006785,15.08,15.08,NA,NA,1.92,0.06,"gC m-3",NA,NA,NA,NA,4.74e+09,5.49e+09,1750000,3.31e+09,3980000,1140000,40500000,4570000,871000,1310000,161000,190000,19500,NA,NA,15200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.187213475,"","Phytoplankton","phytoplankton","4","forestgreen",-1.187213475,-1.1872134750428,-1.25204790551789,9.21580188211708e-05,0.733456038070841,1.0546105918465
"928","#REF!","Meteor M48/5","Benguela_357","","2000-10-28",13.9167,-25.15,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.93,1713.19031,35,"5",8.195154,0.168092,4.719532,7.717241,14.93,14.93,NA,NA,1.27,0.05,"gC m-3",NA,NA,NA,NA,4.22e+09,4.66e+09,NA,1.2e+09,580000,457000,12300000,1730000,665000,151000,23100,106000,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.507471677,"","Phytoplankton","phytoplankton","4","forestgreen",-1.507471677,-1.50747167723696,-1.58222774267687,6.95747899171841e-05,0.80827559904293,1.04959036167475
"929","#REF!","Meteor M48/5","Benguela_358","","2000-10-28",14.1,-25.1167,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.85,2729.91162,35,"5",8.19586,0.190487,4.999491,7.999497,14.85,14.85,NA,NA,1.35,0.05,"gC m-3",NA,NA,NA,NA,5.02e+09,7.31e+08,55500000,1.25e+09,166000,304000,4.1e+07,13800000,888000,426000,578000,NA,39000,NA,NA,NA,28100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.032483015,"","Phytoplankton","phytoplankton","4","forestgreen",-1.032483015,-1.03248301455061,-1.08575640541374,0.000737872357932274,0.660111785528125,1.05159735282787
"930","#REF!","Meteor M48/5","Benguela_359","","2000-10-28",14.2833,-25.0833,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.78,2941.20313,34.712696,"5",8.195992,0.222602,5,8,14.78,14.78,NA,NA,1.74,0.07,"gC m-3",NA,NA,NA,NA,4.29e+09,1.03e+09,73600000,2.43e+09,3100000,228000,1.23e+08,28700000,4640000,1150000,1850000,NA,58600,NA,NA,30400,28100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.018560679,"","Phytoplankton","phytoplankton","4","forestgreen",-1.018560679,-1.01856067938622,-1.05186883575456,6.90296698284331e-05,0.745699671959084,1.03270120027337
"931","#REF!","Meteor M48/5","Benguela_360","","2000-10-28",14.3,-25.1,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,25,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",20.06,2845.78442,34.565617,"5",8.195997,0.22638,5,8,20.06,20.06,NA,NA,2.08,0.03,"gC m-3",NA,NA,NA,NA,3.28e+09,54800000,NA,1.93e+09,4020000,304000,1.2e+08,50700000,5880000,1810000,1970000,21100,156000,NA,NA,45600,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.990693842,"","Phytoplankton","phytoplankton","4","forestgreen",-0.990693842,-0.990693842245178,-1.00356505251338,0.000162031024838295,0.707882729176088,1.01299211720888
"932","#REF!","Meteor M48/5","Benguela_361","","2000-10-28",14.4667,-25.05,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,14,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.7,3202.32813,34.030155,"5",8.196,0.26977,5,8.083551,14.7,14.7,NA,NA,3.38,0.04,"gC m-3",NA,NA,NA,NA,7.64e+09,1.5e+09,36800000,1.71e+09,NA,NA,72800000,24300000,1770000,877000,3540000,63600,156000,NA,NA,167000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.108969928,"","Phytoplankton","phytoplankton","4","forestgreen",-1.108969928,-1.1089699278345,-1.1290595614687,2.05919623764989e-05,0.849108585785775,1.01811558001841
"933","#REF!","Meteor M48/5","Benguela_362","","2000-10-28",14.65,-25.0167,"phytoplankton",4,"Niskin Bottles","",NA,NA,5,150,2,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",14.63,3307.9856,34,"5",8.196,0.333581,5,8.929601,14.63,14.63,NA,NA,3.25,0.07,"gC m-3",NA,NA,NA,NA,2.38e+09,4030000,21300000,1.11e+10,66300000,NA,1.57e+09,78100000,10600000,8770000,1040000,NA,58600,NA,NA,152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.835076359,"","Phytoplankton","phytoplankton","4","forestgreen",-0.835076359,-0.83507635934478,-0.887644256834197,0.00936163504444446,0.507197863576362,1.06294980964034
"975","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",13.76,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,13.76,NA,NA,1.49,NA,"gC m-3",17400000,1.52e+10,9.25e+09,6.3e+09,1.95e+09,6.32e+08,3.87e+08,2.19e+08,165000000,1.24e+08,33700000,11800000,21000000,14300000,6730000,6520000,1550000,922000,386000,142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721438576,"","Phytoplankton","phytoplankton","4","forestgreen",-0.721438576,-0.721438576150855,-0.852364306578349,1.99006871627095e-07,0.785441552094605,1.18147869400644
"976","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",13.76,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,NA,NA,NA,6.94,NA,"gC m-3",22900000,2e+09,8.99e+08,4.47e+08,2.2e+08,1.74e+08,2.99e+08,2.43e+08,75200000,29300000,15600000,10500000,15200000,8340000,9110000,5340000,3250000,1440000,534000,182000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.548005611,"","Phytoplankton","phytoplankton","4","forestgreen",-0.548005611,-0.548005610778874,-0.615425166948025,6.54859393300589e-08,0.810081701200187,1.12302712708543
"977","#REF!","R�a de Vigo (NW Iberia)","1","","2001-07-02",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",13.76,1063.86023,35,"5",8.229122,0.085631,2,0,13.76,NA,NA,NA,1.55,NA,"gC m-3",NA,8.74e+08,3.09e+08,1.68e+08,81200000,1.24e+08,1.1e+08,75800000,31800000,22900000,15400000,7020000,4940000,3830000,1420000,406000,339000,104000,31800,29300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.786279811,"","Phytoplankton","phytoplankton","4","forestgreen",-0.786279811,-0.78627981144829,-0.783954583159704,2.85184763287071e-13,0.959462668882418,0.997042747622709
"978","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.89,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,16.89,NA,NA,3.01,NA,"gC m-3",NA,4.94e+09,3.94e+09,2.56e+09,1.02e+09,2.13e+08,1.07e+08,51400000,22700000,31200000,17300000,10500000,8410000,6090000,3660000,2810000,427000,361000,291000,76500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.833149966,"","Phytoplankton","phytoplankton","4","forestgreen",-0.833149966,-0.833149965923188,-0.834235200188684,1.93673711598462e-14,0.970440570997273,1.00130256764445
"979","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,15,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.89,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,NA,NA,NA,5.59,NA,"gC m-3",NA,8.6e+08,7.59e+08,3.13e+08,1.83e+08,2.14e+08,2.2e+08,2.21e+08,139000000,75300000,6230000,2510000,2700000,1580000,645000,305000,132000,17300,31800,29300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.930093529,"","Phytoplankton","phytoplankton","4","forestgreen",-0.930093529,-0.930093528655812,-0.903094922245966,3.65670534395238e-12,0.94531530594251,0.970972159345026
"980","#REF!","R�a de Vigo (NW Iberia)","2","","2001-07-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.89,1063.86023,35,"5",8.229122,0.085631,2,0,16.89,NA,NA,NA,2.46,NA,"gC m-3",NA,7.55e+08,5.09e+08,1.79e+08,1.14e+08,2.08e+08,2.29e+08,1.78e+08,119000000,81100000,39800000,40200000,18100000,6600000,2020000,636000,629000,577000,223000,102000,81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.710056774,"","Phytoplankton","phytoplankton","4","forestgreen",-0.710056774,-0.710056773691226,-0.710056773691226,5.76325219946356e-12,0.932240662809431,0.999999999565142
"981","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.1,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,16.1,NA,NA,2.26,NA,"gC m-3",NA,4.44e+09,3.69e+09,3.04e+09,1.1e+09,4.15e+08,3.46e+08,2.58e+08,217000000,2.05e+08,1.63e+08,77400000,52400000,17200000,14400000,8400000,9250000,10300000,3670000,1740000,838000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615813328,"","Phytoplankton","phytoplankton","4","forestgreen",-0.615813328,-0.615813327782981,-0.621003036595378,2.18677992760606e-16,0.978082029260649,1.00842740544806
"982","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.1,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,NA,NA,NA,7.51,NA,"gC m-3",NA,1.59e+09,1.61e+09,1.07e+09,4.09e+08,2.06e+08,1.77e+08,1.42e+08,95900000,1.36e+08,67800000,40500000,25500000,25400000,25200000,11700000,10300000,12600000,745000,69500,96100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.641553368,"","Phytoplankton","phytoplankton","4","forestgreen",-0.641553368,-0.641553367739649,-0.565590189252349,1.48586007174086e-09,0.874822964644682,0.881594918620004
"983","#REF!","R�a de Vigo (NW Iberia)","3","","2001-07-09",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",16.1,1063.86023,35,"5",8.229122,0.085631,2,0,16.1,NA,NA,NA,1.39,NA,"gC m-3",NA,2.25e+08,3.81e+08,1.25e+08,40400000,97800000,1.43e+08,56600000,51900000,18100000,9290000,3150000,2360000,357000,113000,81300,169000,69100,15900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.854136212,"","Phytoplankton","phytoplankton","4","forestgreen",-0.854136212,-0.854136212399761,-0.854136212399761,1.80717022265535e-10,0.926100408207101,1.00000000046803
"984","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12.8,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,12.8,NA,NA,2.12,NA,"gC m-3",NA,6.44e+09,3.51e+09,1.85e+09,6.23e+08,1.41e+08,2.06e+08,1.58e+08,69000000,55700000,23500000,18800000,31700000,17200000,10100000,3170000,1140000,345000,95300,87900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.818073473,"","Phytoplankton","phytoplankton","4","forestgreen",-0.818073473,-0.818073472739064,-0.82925459155602,9.32279673342143e-13,0.953416594452396,1.01366762146072
"985","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12.8,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,NA,NA,NA,9.93,NA,"gC m-3",5800000,2.59e+09,9.25e+08,3.48e+08,97100000,88500000,1.37e+08,1.18e+08,104000000,22400000,4.5e+07,47200000,71700000,35900000,14200000,11100000,30400000,6790000,678000,624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370792024,"","Phytoplankton","phytoplankton","4","forestgreen",-0.370792024,-0.370792023967197,-0.441559186578798,0.000222169296737428,0.540364886488448,1.1908540583354
"986","#REF!","R�a de Vigo (NW Iberia)","4","","2001-07-12",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",12.8,1063.86023,35,"5",8.229122,0.085631,2,0,12.8,NA,NA,NA,1.06,NA,"gC m-3",NA,4.83e+08,3.51e+08,1.17e+08,61900000,93400000,72300000,71200000,18200000,12500000,5810000,4200000,2310000,2280000,2370000,528000,113000,224000,63600,58400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.726078551,"","Phytoplankton","phytoplankton","4","forestgreen",-0.726078551,-0.726078550683007,-0.724257752400792,3.58639093410629e-14,0.968222136559965,0.997492284275992
"987","#REF!","R�a de Vigo (NW Iberia)","5","","2001-07-16",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",17.46,1063.86023,35,"5",8.229122,0.085631,2,0,17.46,17.46,NA,NA,2.82,NA,"gC m-3",NA,1.19e+09,2.07e+09,2.25e+09,1.77e+09,9.34e+08,2.45e+08,1.12e+08,130000000,38800000,30600000,19700000,32200000,2880000,4620000,2400000,602000,483000,31800,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.905286739,"","Phytoplankton","phytoplankton","4","forestgreen",-0.905286739,-0.905286739120772,-0.879024897097543,8.12255823919911e-12,0.939949974298366,0.970990581468732
