"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"2639","#REF!","sn001_2013_m97","1325","m97_c_160","13.06.19",-21.5003333333333,8.99983333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1204,4,"Estimated from Biovolume","Rainer Kiko",0.56212,"Day",NA,NA,NA,"",NA,NA,NA,NA,27.6374,9.15102548036758,34.9857809523809,97.5694987468671,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6517222919119,43.8482642253984,110.653449088513,68.4629782548508,43.0052220092483,5.67142106323656,3.59638877008862,3.09970590773532,5.52408328460876,3.29159578302843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.944388117,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.944388117,-0.781985178414578,-1.40010602716267,0.00337232126117298,0.785448403225393,8,6.1e-05,-2.65867598893052,-9.69152221941974,1
"2643","#REF!","amazomix","station_4","amazomix_station_4","21.09.01",-46.85417,1.70944,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,40,1,"Estimated from Biovolume","Lars Stemmann",0.33957,"Day",27,377.720947,35,"4",8.03283,0.033331,1,4,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1015440049963,41.4932014285399,21.2867053175597,17.2505976106603,3.79761848009298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.183479461,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-2.183479461,-0.83516183440717,-2.23832328258232,0.0257755636437034,0.850333086635123,5,1.53e-05,-0.921437591060637,-2.56242847559514,1
"2645","#REF!","amazomix","station_6","amazomix_station_6_1","21.09.02",-46.31361,0.75611,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,102,1,"Estimated from Biovolume","Lars Stemmann",0.51156,"Day",27,519.830994,35,"4",7.866119,0.04377,1,4,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5850795921502,52.488707769243,26.7062065547251,5.48150228376307,4.30795839257726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.666414606,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.666414606,-1.08995181646873,-3.33303453648335,0.0109547446179018,0.9141980759581,5,1.53e-05,-0.297987220988165,0.414491900612513,1
"2646","#REF!","amazomix","station_6","amazomix_station_6_2","21.09.02",-46.31361,0.75611,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,110,1,"Estimated from Biovolume","Lars Stemmann",0.47313,"Night",27,519.830994,35,"4",7.866119,0.04377,1,4,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5850795921502,52.488707769243,26.7062065547251,5.48150228376307,4.30795839257726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360185832,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",0.360185832,-1.08995181646873,-3.33303453648335,0.0109547446179018,0.9141980759581,5,1.53e-05,-0.379102656570772,0.218728670258075,1.00002275165725
"2650","#REF!","amazomix","station_9","amazomix_station_9","21.09.04",-45.66056,0.045,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,48,3,"Estimated from Biovolume","Lars Stemmann",0.60228,"Day",27,334.509216,35,"4",7.961486,0.034774,1,3.001621,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2621371850347,31.1128310748409,32.2860071473615,7.81408178505969,4.30612317393075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.420950739,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.420950739,-0.87266051037695,-2.442737974608,0.019917196141733,0.873319388294535,5,1.53e-05,-0.292721926687175,-0.0298636985350861,1
"2665","#REF!","amazomix","station_19","amazomix_station_19","21.09.17",-50.03944,4.12639,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,77,4,"Estimated from Biovolume","Lars Stemmann",0.50085,"Day",28,1154.47229,31.988165,"4",8.010436,0.116145,1,7.57035,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.91495764504,55.7313813297469,61.2394406603716,23.2794533422324,3.23854991392376,5.20869014322419,NA,NA,3.78806208842398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.864312748,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-0.864312748,-1.0750714153867,-2.98862556276278,0.00633110004347885,0.872934510874448,6,1.53e-05,-1.35622573806843,-3.09559555037911,0.999992576471578
"2680","#REF!","amazomix","station_34","amazomix_station_34","21.09.27",-49.09806,1.05528,"zooplankton",3,"UVP","optic cage",NA,NA,620,19000,31,2,"Estimated from Biovolume","Lars Stemmann",0.73143,"Day",28,3727.64673,32,"4",7.27631,0.362115,2,7,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3871559540327,22.8795689737874,7.53301461272449,6.67358420003382,3.46063362801919,3.50893607220686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.042213428,"","zooplankton","zooplankton","3",NA,"darkmagenta","UVP_zoopl",-1.042213428,-0.783976009075921,-2.21289425155899,0.00322813744890495,0.908673297685852,6,1.53e-05,-0.879213368976762,-1.78529161077346,1
"2682","#REF!","triatlas","m158_61_1","m158_mn03_n2","19.09.28",5.00059999999999,0.0001833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,600,300,"Estimated from Biovolume","Rainer Kiko",102,"Night",27,527.107971,34,"4",8.242093,0.049197,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163992565475286,0.0688629601597268,0.232797670501927,0.7180149635011,1.8492582133026,3.72776121236887,4.95767716676504,5.01137648170429,1.12647706718437,0.410563821390915,0.291509374183009,0.273225179859093,0.0689267826901977,0.0106575913966206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86454188,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.86454188,-1.2597243185312,-4.72404936310098,0.000515008435675017,0.92626781382632,7,6.1e-05,-1.02047467338574,-1.96540259902615,1
"2683","#REF!","triatlas","m158_61_1","m158_mn03_n3","19.09.28",5.00059999999999,0.0001833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,300,200,"Estimated from Biovolume","Rainer Kiko",40.35,"Night",27,527.107971,34,"4",8.242093,0.049197,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149564660962449,0.54837483121539,0.735924249795115,3.22900353724788,3.96280280630937,2.08351036934171,1.0131253123614,0.85820600703509,0.227955969376169,0.0894234384688147,0.0768594159661814,0.0392974822607764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.046252726,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.046252726,-0.986114110137731,-4.12993623680061,3.83568846151353e-06,0.976999507358806,8,1.53e-05,-0.408033888919573,-0.191495215576278,1
"2684","#REF!","triatlas","m158_61_1","m158_mn03_n4","19.09.28",5.00059999999999,0.0001833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,200,100,"Estimated from Biovolume","Rainer Kiko",33.625,"Night",27,527.107971,34,"4",8.242093,0.049197,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0463881651245615,0.0505967988054656,0.20595411586153,1.0577480788623,3.43042891151806,13.9870003139599,14.09113095159,6.07312409659091,4.42845425050601,2.0975382808364,0.647024077712093,0.290770144182976,0.219049477394087,0.0559446011679942,NA,0.0299388648970408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.201546839,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.201546839,-1.11081555559091,-4.14696160904961,1.41763116712483e-06,0.98348032724836,8,1.53e-05,-0.66894694199372,-1.31458220718678,1
"2685","#REF!","triatlas","m158_61_1","m158_mn03_n5","19.09.28",5.00059999999999,0.0001833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,100,0,"Estimated from Biovolume","Rainer Kiko",43.7125,"Night",27,527.107971,34,"4",8.242093,0.049197,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39056095564816,8.7237260690028,26.6675211806538,29.6242868934255,44.2383490027467,35.3281514177347,25.1454777314527,21.8788937239887,16.7252422301843,8.1082066756452,2.78115055662461,1.23796289837498,0.381070513656753,0.0314952525788254,NA,0.0299097592922584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.361890059,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.361890059,-1.03983891613107,-3.24448558258235,9.97226250380092e-05,0.86379410148868,10,7.63e-06,-1.9537099687272,-4.99364173608859,1
"2686","#REF!","triatlas","m158_72_1","m158_mn04_n1","19.09.30",0.0013666666666551,0.0002833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,1000,600,"Estimated from Biovolume","Rainer Kiko",163.35,"Day",26.039295,455.147797,35,"4",8.252779,0.04906,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110840844117991,0.0530112542861449,0.209015659219382,0.47361961395186,1.20170644767095,1.25792946298462,0.802824708662698,0.545068626272189,0.404740550853039,0.141738749053828,0.210144479641321,0.0160827449778428,0.00915401152611867,0.011958108201591,0.0155421435949002,0.00878021313101512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.406956772,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.406956772,-0.810832963800988,-3.75742347067339,1.15566840253586e-05,0.893114677773386,11,1.53e-05,-0.435961573435768,-0.0146480430788953,1.08661007566966
"2687","#REF!","triatlas","m158_72_1","m158_mn04_n2","19.09.30",0.0013666666666551,0.0002833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,600,300,"Estimated from Biovolume","Rainer Kiko",102,"Day",26.039295,455.147797,35,"4",8.252779,0.04906,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0623764325634969,0.432509114880721,1.12567574518963,2.49862412064795,4.38050971424767,3.41161381362898,3.59709955245773,1.05188395885616,0.784095492363496,0.237314542768178,0.184952539939146,0.0897908083440622,0.0256314627311741,0.0492272669363158,0.0163324977516651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.918147689,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.918147689,-0.867181667628081,-3.36638850081866,9.26438466295384e-08,0.96317976627401,11,1.53e-05,-1.74518666551571,-4.84391128232129,1
"2688","#REF!","triatlas","m158_72_1","m158_mn04_n3","19.09.30",0.0013666666666551,0.0002833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,300,200,"Estimated from Biovolume","Rainer Kiko",26.9,"Day",26.039295,455.147797,35,"4",8.252779,0.04906,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260958346860869,0.524477213203514,1.34865499421564,4.91757918213689,5.95560008813059,5.84079200061218,2.07045725569671,1.15837291102818,1.02099981453909,0.240808850561964,0.0906413857865852,0.228672534919949,0.0683321201647419,NA,0.0690518570468858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.817373407,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.817373407,-0.851855891689403,-3.24796278522887,3.60638737376551e-05,0.924147083444883,9,1.53e-05,-0.618694392707078,-0.925172260160972,0.999999999999999
"2691","#REF!","triatlas","m158_74_1","m158_mn05_n1","19.09.30",-3.33333333344399e-05,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,1000,600,"Estimated from Biovolume","Rainer Kiko",163.35,"Night",26.038919,455.116058,35,"4",8.252782,0.049131,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025319018618796,0.134655175721927,0.490377774150616,0.890628878234587,0.962528065203099,0.833862932090047,0.637475864646087,0.311256272009555,0.0772190256670927,0.183767496959944,0.0354693072223663,0.0283183120242555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.803725936,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.803725936,-0.783350498569259,-3.65314107327662,0.000337339677850822,0.89876450869485,8,1.53e-05,-0.494640698755469,-0.495331974404343,0.795422510208181
"2692","#REF!","triatlas","m158_74_1","m158_mn05_n2","19.09.30",-3.33333333344399e-05,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,600,300,"Estimated from Biovolume","Rainer Kiko",102,"Night",26.038919,455.116058,35,"4",8.252782,0.049131,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160301315910856,0.295426291974196,0.950792133658748,1.94463146200833,3.68122820438048,2.82767286160618,3.61022147775073,0.899438408937602,0.374903324041171,0.150037885826817,0.178006634993467,0.0437934831567335,0.0601552279793332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.979127269,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.979127269,-0.884317523892377,-3.53333778454622,2.47935291903133e-05,0.931786668409139,9,1.53e-05,-1.46151436833362,-3.48883583091363,1
"2693","#REF!","triatlas","m158_74_1","m158_mn05_n3","19.09.30",-3.33333333344399e-05,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,300,200,"Estimated from Biovolume","Rainer Kiko",40.35,"Night",26.038919,455.116058,35,"4",8.252782,0.049131,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428052012560452,0.286452656055889,0.973744026965017,1.19479769109159,1.89517932633148,2.78539000570446,1.48022140050833,1.07303990187059,0.321433156586956,0.110430630315839,0.0722286362615311,0.129676339458509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.453745682,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-0.453745682,-0.902713011972587,-3.93728480376353,0.00152748505626746,0.886793527139303,7,1.53e-05,-0.419983846674871,-0.258694430413046,1.00000000000001
"2695","#REF!","triatlas","m158_74_1","m158_mn05_n5","19.09.30",-3.33333333344399e-05,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,100,0,"Estimated from Biovolume","Rainer Kiko",42.03125,"Night",26.038919,455.116058,35,"4",8.252782,0.049131,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121466203881214,3.0996968345661,7.88453043358801,11.4230563937373,20.1535932309081,16.8855029824149,12.6306200255118,10.8599730281388,10.3124951474864,5.12285150174627,1.7052089056252,1.04963538095602,0.385984565134214,0.140987049307382,0.0279275085235826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.176272939,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.176272939,-0.90493003666938,-2.9210509552196,8.12581724184497e-06,0.901083022515716,11,7.63e-06,-0.740307407244753,-1.22972992665426,1
"2697","#REF!","triatlas","m158_89_1","m158_mn06_n3","19.10.02",-5.00014999999999,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,300,200,"Estimated from Biovolume","Rainer Kiko",33.625,"Night",26,489.399475,35,"4",8.260973,0.054615,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238230534941206,0.460604879397445,1.58956683130029,4.29113110512976,5.46813344817782,1.98304923681641,1.90475784007963,0.915687592047937,0.558685134623545,0.23637435730355,0.0692307229415447,NA,0.124898020949297,0.168876197167797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.241235442,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.241235442,-0.958129927041037,-3.85840230779311,0.000127810139339278,0.957577497996189,7,1.53e-05,-3.01754836613635,-8.68659583495986,1
"2698","#REF!","triatlas","m158_89_1","m158_mn06_n4","19.10.02",-5.00014999999999,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,200,100,"Estimated from Biovolume","Rainer Kiko",30.2625,"Night",26,489.399475,35,"4",8.260973,0.054615,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110826075825793,0.777459574892359,2.3310954860547,8.44770377050016,12.7526925056804,6.95009101744371,3.54869110513677,3.0039694929187,1.71964388615538,1.02109291916125,0.221713852139638,0.104015742965755,1.09009818595595,0.900170913362959,0.156267378454245,0.0395781213102107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.265612539,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.265612539,-0.616948053331428,-2.00289867265957,0.000224580330976294,0.758867744293655,12,1.53e-05,-0.724450691617154,-0.513500652624963,1.02556408569492
"2699","#REF!","triatlas","m158_89_1","m158_mn06_n5","19.10.02",-5.00014999999999,3.33333333333333e-05,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,100,0,"Estimated from Biovolume","Rainer Kiko",34.465625,"Night",26,489.399475,35,"4",8.260973,0.054615,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241995142753508,8.44999761354533,26.4278778030366,36.9050747588088,45.9233641787243,48.2258041495265,26.6652524312199,23.3640159116111,21.2624188334385,13.5767954317417,2.69807808462226,1.52646190082781,0.421183255669362,0.200682016681217,0.389415229946076,0.266963548905653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.446375138,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.446375138,-0.881323678830872,-2.41864038745466,2.53418281503709e-06,0.923479716037906,11,1.53e-05,-0.935101999550148,-1.92962558075858,1
"2700","#REF!","triatlas","m158_115_1","m158_mn08_n1","19.10.05",-9.97523333333334,0.0013833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,1000,600,"Estimated from Biovolume","Rainer Kiko",136.125,"Night",25,560.738281,35,"4",8.258395,0.057316,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098777505231199,0.381373389908393,0.595776780023029,1.38950959137129,1.41566197697125,0.942752634323016,0.879072493287629,1.07327254577799,0.40284973054292,0.682038790711284,0.0794649967121906,0.0237177538436511,0.0100397623671478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.333836828,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.333836828,-0.868368856507848,-3.7128532749096,0.000967005067494469,0.808667858677149,9,1.53e-05,-0.308724855680929,0.254581421804932,0.988003339576497
"2701","#REF!","triatlas","m158_115_1","m158_mn08_n2","19.10.05",-9.97523333333334,0.0013833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,600,300,"Estimated from Biovolume","Rainer Kiko",91.8,"Night",25,560.738281,35,"4",8.258395,0.057316,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114534657386581,0.215755498901884,0.696646237132869,3.27136780962367,5.98791351257013,3.75420850829323,3.42138535813122,1.97984049087202,0.478775400855885,0.294198460077161,0.091802189285742,0.0266942195449117,0.0692156812120412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.480371415,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.480371415,-1.00585700505829,-3.90452504746126,3.05746566384891e-05,0.927612789645182,9,1.53e-05,-0.450081570113249,-0.0286557762979842,1.00393902383335
"2702","#REF!","triatlas","m158_115_1","m158_mn08_n3","19.10.05",-9.97523333333334,0.0013833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,300,200,"Estimated from Biovolume","Rainer Kiko",33.625,"Night",25,560.738281,35,"4",8.258395,0.057316,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544844217838884,0.999282999423439,1.67610917937464,4.29779537660687,5.16345391733102,3.30905584204275,2.62910109956486,1.35954954986804,0.457095385955572,0.284782546706015,0.143533733304644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.040876601,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.040876601,-0.897077553916929,-3.50241086968961,3.88020983143767e-05,0.973604181886299,7,1.53e-05,-0.970044026847058,-1.92605947039038,0.999999999999998
"2703","#REF!","triatlas","m158_115_1","m158_mn08_n4","19.10.05",-9.97523333333334,0.0013833333333333,"zooplankton",3,"Zooscan. Multinet","multiple opening-closing devices",NA,NA,200,239984,200,100,"Estimated from Biovolume","Rainer Kiko",33.625,"Night",25,560.738281,35,"4",8.258395,0.057316,0,2,NA,NA,NA,NA,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2447825810085,0.904567923080602,2.7011055058726,7.50538902577569,9.66310528102759,7.21129600530708,3.24053896624807,1.49152097401103,1.18093970350245,0.0619959868325837,0.102396207565399,NA,NA,NA,0.0410306985714974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.583614973,"","zooplankton","zooplankton","3",NA,"dodgerblue","zooplankton",-1.583614973,-1.24556252435238,-4.816886892313,0.00140400033003269,0.890483607969335,7,1.53e-05,-0.43313136362206,-0.0601579018288102,1
