ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,size_range_minimum_g,size_range_maximum_g,size_range_minimum_micrometers,size_range_maximum_micrometers,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST,primprod,salinity,O2_dissolved,pH,chla,nitrate,silicate,SST_C_insitu,Temperature__C_insitu,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m_3_insitu,Nitrate__uM_L_1_insitu,g_C_individual,5.68E-14,1.14E-13,2.27E-13,4.55E-13,9.09E-13,1.82E-12,3.64E-12,7.28E-12,1.46E-11,2.91E-11,5.82E-11,1.16E-10,2.33E-10,4.66E-10,9.31E-10,0.00000000186,0.00000000373,0.00000000745,0.0000000149,0.0000000298,0.0000000596,0.000000119,0.000000238,0.000000477,0.000000954,0.00000191,0.00000381,0.00000763,0.0000153,0.0000305,0.000061,0.000122,0.000244,0.000488,0.000977,0.00195,0.00391,0.00781,0.0156,0.0313,0.0625,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,1020,NBSS_slope,Comment
#REF!,amazomix,station_2,amazomix_station_2,21.08.31,-46.44556,1.20639,zooplankton,3,UVP,optic cage,,,620,19000,127,2,Estimated from Biovolume,Lars Stemmann,1.23291,Day,27,394.318115,35,4,7.93315,0.031261,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,206.682783039462,295.590748492543,126.68423674359,33.0256218532982,6.5479173140412,7.67952961630582,20.3800601852153,11.3614517914751,20.3163824602603,5.0259770050986,1.46258597123718,,,,,,,,,,,,,,,,,,,,,,,-1.905855268,
#REF!,amazomix,station_3,amazomix_station_3,21.08.31,-47.1,1.41417,zooplankton,3,UVP,optic cage,,,620,19000,57,1,Estimated from Biovolume,Lars Stemmann,0.36099,Day,27,522.318787,34,4,7.78154,0.048372,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,510.563171025961,1022.0802934785,399.493253539247,71.5436411247496,7.49039167983633,14.9464649722298,64.0763398042251,10.0870847715398,10.962504423898,3.25553054552442,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,amazomix,station_4,amazomix_station_4,21.09.01,-46.85417,1.70944,zooplankton,3,UVP,optic cage,,,620,19000,40,1,Estimated from Biovolume,Lars Stemmann,0.33957,Day,27,377.720947,35,4,8.03283,0.033331,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,114.990682328619,185.899441641233,166.323245085582,32.347069125311,6.09674525988398,8.31677106248394,44.1015440049963,41.4932014285399,21.2867053175597,17.2505976106603,3.79761848009298,,,,,,,,,,,,,,,,,,,,,,,-2.183479461,
#REF!,amazomix,station_5,amazomix_station_5,21.09.01,-46.45639,0.56333,zooplankton,3,UVP,optic cage,,,620,19000,56,2,Estimated from Biovolume,Lars Stemmann,0.28098,Day,27,455.629852,35,4,7.857745,0.070992,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,421.374544321358,800.845828769475,400.216820096792,139.627357905717,20.1866429950183,29.2511434820432,19.4744835554587,8.97813388174696,9.9008201746775,,8.9218972361192,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,amazomix,station_6,amazomix_station_6_1,21.09.02,-46.31361,0.75611,zooplankton,3,UVP,optic cage,,,620,19000,102,1,Estimated from Biovolume,Lars Stemmann,0.51156,Day,27,519.830994,35,4,7.866119,0.04377,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,367.892816026069,497.83902032466,346.508663517926,160.216205320464,96.953094030574,60.6109660513114,60.5850795921502,52.488707769243,26.7062065547251,5.48150228376307,4.30795839257726,,,,,,,,,,,,,,,,,,,,,,,-0.666414606,
#REF!,amazomix,station_6,amazomix_station_6_2,21.09.02,-46.31361,0.75611,zooplankton,3,UVP,optic cage,,,620,19000,110,1,Estimated from Biovolume,Lars Stemmann,0.47313,Night,27,519.830994,35,4,7.866119,0.04377,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,367.892816026069,497.83902032466,346.508663517926,160.216205320464,96.953094030574,60.6109660513114,60.5850795921502,52.488707769243,26.7062065547251,5.48150228376307,4.30795839257726,,,,,,,,,,,,,,,,,,,,,,,0.360185832,
#REF!,amazomix,station_7,amazomix_station_7_1,21.09.03,-46.31361,0.75611,zooplankton,3,UVP,optic cage,,,620,19000,85,1,Estimated from Biovolume,Lars Stemmann,0.74718,Day,27,519.830994,35,4,7.866119,0.04377,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,626.448684068338,992.44488684876,399.167342308872,86.3783436851394,21.6513696937766,22.9879307147278,22.8610965707509,17.3780998734353,24.5101170402508,2.58254548477107,2.90123733477355,,,,,,,,,,,,,,,,,,,,,,,-0.526954818,
#REF!,amazomix,station_7,amazomix_station_7_2,21.09.03,-46.31361,0.75611,zooplankton,3,UVP,optic cage,,,620,19000,100,1,Estimated from Biovolume,Lars Stemmann,0.68229,Night,27,519.830994,35,4,7.866119,0.04377,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,626.448684068338,992.44488684876,399.167342308872,86.3783436851394,21.6513696937766,22.9879307147278,22.8610965707509,17.3780998734353,24.5101170402508,2.58254548477107,2.90123733477355,,,,,,,,,,,,,,,,,,,,,,,-1.028887091,
#REF!,amazomix,station_8,amazomix_station_8,21.09.04,-46.05278,1.30611,zooplankton,3,UVP,optic cage,,,620,19000,61,4,Estimated from Biovolume,Lars Stemmann,0.47061,Day,27,406.655853,35,4,7.898147,0.034316,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,270.044102521583,262.659131683629,114.146516902914,38.3287981080207,13.2539501064035,37.2840399645932,51.6676205795646,54.9371753728205,45.8397321080109,10.9721746334475,,,,,,,,,,,,,,,,,,,,,,,,-1.281071086,
#REF!,amazomix,station_9,amazomix_station_9,21.09.04,-45.66056,0.045,zooplankton,3,UVP,optic cage,,,620,19000,48,3,Estimated from Biovolume,Lars Stemmann,0.60228,Day,27,334.509216,35,4,7.961486,0.034774,1,3.001621,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,113.628053600684,228.456073416233,125.494310903344,30.2035788629005,16.8084476816031,39.9444329148561,44.2621371850347,31.1128310748409,32.2860071473615,7.81408178505969,4.30612317393075,,,,,,,,,,,,,,,,,,,,,,,-0.420950739,
#REF!,amazomix,station_10,amazomix_station_10_1,21.09.05,-45.55528,0.385,zooplankton,3,UVP,optic cage,,,620,19000,113,13,Estimated from Biovolume,Lars Stemmann,0.56133,Day,27,363.721588,35,4,7.977174,0.032636,1,3.026121,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,226.118800344708,413.942473826726,204.389253603775,32.2270918284958,2.05759141150921,13.0121081477039,38.2977620479879,17.2856015445459,13.650160679843,,4.51186355093351,3.36337814747617,,,,,,,,,,,,,,,,,,,,,,0.943781959,
#REF!,amazomix,station_10,amazomix_station_10_2,21.09.05,-45.55528,0.385,zooplankton,3,UVP,optic cage,,,620,19000,123,1,Estimated from Biovolume,Lars Stemmann,0.53613,Night,27,363.721588,35,4,7.977174,0.032636,1,3.026121,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,226.118800344708,413.942473826726,204.389253603775,32.2270918284958,2.05759141150921,13.0121081477039,38.2977620479879,17.2856015445459,13.650160679843,,4.51186355093351,3.36337814747617,,,,,,,,,,,,,,,,,,,,,,-0.133670933,
#REF!,amazomix,station_11,amazomix_station_11_1,21.09.06,-45.50333,0.63417,zooplankton,3,UVP,optic cage,,,620,19000,120,0,Estimated from Biovolume,Lars Stemmann,0.63189,Day,27,354.67157,35,4,7.99545,0.032948,1,3.034694,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,666.698695288487,1018.10640934866,435.205516997144,109.221427999732,25.0536467661535,50.5249670233448,55.050366435962,26.3455389068192,16.4936544325456,,1.67187029917789,,,,,,,,,,,,,,,,,,,,,,,-0.855776937,
#REF!,amazomix,station_11,amazomix_station_11_2,21.09.06,-45.50333,0.63417,zooplankton,3,UVP,optic cage,,,620,19000,114,2,Estimated from Biovolume,Lars Stemmann,0.68733,Night,27,354.67157,35,4,7.99545,0.032948,1,3.034694,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,666.698695288487,1018.10640934866,435.205516997144,109.221427999732,25.0536467661535,50.5249670233448,55.050366435962,26.3455389068192,16.4936544325456,,1.67187029917789,,,,,,,,,,,,,,,,,,,,,,,-1.080042036,
#REF!,amazomix,station_12,amazomix_station_12_1,21.09.07,-45.45972,0.90389,zooplankton,3,UVP,optic cage,,,620,19000,125,3,Estimated from Biovolume,Lars Stemmann,0.44163,Day,27,355.261017,35,4,8.013474,0.032147,1,3.08282,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,745.113404149371,1112.72425293908,389.840623380266,65.7486209151394,15.4316716239261,26.2997763909379,52.0397793837121,27.1078919316246,46.8528094654082,14.0111748344986,6.38048519609007,,,,,,,,,,,,,,,,,,,,,,,-1.854941441,
#REF!,amazomix,station_12,amazomix_station_12_2,21.09.07,-45.45972,0.90389,zooplankton,3,UVP,optic cage,,,620,19000,125,2,Estimated from Biovolume,Lars Stemmann,0.58401,Night,27,355.261017,35,4,8.013474,0.032147,1,3.08282,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,745.113404149371,1112.72425293908,389.840623380266,65.7486209151394,15.4316716239261,26.2997763909379,52.0397793837121,27.1078919316246,46.8528094654082,14.0111748344986,6.38048519609007,,,,,,,,,,,,,,,,,,,,,,,-2.265034601,
#REF!,amazomix,station_13,amazomix_station_13_1,21.09.08,-45.42306,1.48806,zooplankton,3,UVP,optic cage,,,620,19000,125,4,Estimated from Biovolume,Lars Stemmann,0.65079,Day,27,354.437836,35,4,8.061176,0.031796,1,3,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,338.811590988702,373.669911564751,87.3725103904139,17.3079881227237,,4.82203494419358,21.5415665256433,22.318655459563,22.1490718717758,9.27412868945455,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,amazomix,station_13,amazomix_station_13_2,21.09.08,-45.42306,1.48806,zooplankton,3,UVP,optic cage,,,620,19000,121,2,Estimated from Biovolume,Lars Stemmann,0.76734,Day,27,354.437836,35,4,8.061176,0.031796,1,3,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,338.811590988702,373.669911564751,87.3725103904139,17.3079881227237,,4.82203494419358,21.5415665256433,22.318655459563,22.1490718717758,9.27412868945455,,,,,,,,,,,,,,,,,,,,,,,,-0.988132275,
#REF!,amazomix,station_14,amazomix_station_14_1,21.09.09,-45.30472,2.60889,zooplankton,3,UVP,optic cage,,,620,19000,120,3,Estimated from Biovolume,Lars Stemmann,0.39249,Day,27,322.170105,35.130074,4,8.134658,0.031546,1,3.124954,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,1173.68551678877,1370.82842963562,350.434976897045,88.3780886643309,40.6307851407445,27.9269115765983,142.018232696674,64.2049841687573,73.001563517661,13.5664768970765,16.0112720270719,3.48281030641813,,,,,,,,,,,,,,,,,,,,,,-1.475309766,
#REF!,amazomix,station_14,amazomix_station_14_2,21.09.09,-45.30472,2.60889,zooplankton,3,UVP,optic cage,,,620,19000,124,2,Estimated from Biovolume,Lars Stemmann,0.75159,Day,27,322.170105,35.130074,4,8.134658,0.031546,1,3.124954,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,1173.68551678877,1370.82842963562,350.434976897045,88.3780886643309,40.6307851407445,27.9269115765983,142.018232696674,64.2049841687573,73.001563517661,13.5664768970765,16.0112720270719,3.48281030641813,,,,,,,,,,,,,,,,,,,,,,-1.198219524,
#REF!,amazomix,station_14,amazomix_station_14_3,21.09.10,-45.30472,2.60889,zooplankton,3,UVP,optic cage,,,620,19000,110,3,Estimated from Biovolume,Lars Stemmann,0.68859,Day,27,322.170105,35.130074,4,8.134658,0.031546,1,3.124954,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,1173.68551678877,1370.82842963562,350.434976897045,88.3780886643309,40.6307851407445,27.9269115765983,142.018232696674,64.2049841687573,73.001563517661,13.5664768970765,16.0112720270719,3.48281030641813,,,,,,,,,,,,,,,,,,,,,,-1.687337489,
#REF!,amazomix,station_15,amazomix_station_15,21.09.15,-51.44861,4.89444,zooplankton,3,UVP,optic cage,,,620,19000,122,3,Estimated from Biovolume,Lars Stemmann,0.56763,Day,28,1895.6145,31.12394,4,8.089139,0.14301,1,8,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,391.145013002399,235.175312266654,135.041617135773,39.4340318555007,10.9466942452089,33.4670919398821,36.7936194223403,56.5202794748706,48.4263371207673,2.25167423320222,8.62853307037902,3.29567292647958,,,,,,,,,,,,,,,,,,,,,,0.274787477,
#REF!,amazomix,station_16,amazomix_station_16,21.09.16,-50.11528,5.34528,zooplankton,3,UVP,optic cage,,,620,19000,84,1,Estimated from Biovolume,Lars Stemmann,0.56448,Day,28,801.358154,33.210506,4,8.149457,0.051729,1,7,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,615.853987433054,677.083585792536,190.638625742802,68.8978459368458,30.3291455601025,33.8718658368968,60.2270347389899,17.9896083324946,7.77139468399291,13.1012743871058,2.35087534087839,,,,,,,,,,,,,,,,,,,,,,,-2.908463527,
#REF!,amazomix,station_17,amazomix_station_17,21.09.16,-50.30361,4.94722,zooplankton,3,UVP,optic cage,,,620,19000,62,2,Estimated from Biovolume,Lars Stemmann,0.44163,Day,28,887.722351,33.032566,4,8.120666,0.047662,1,7,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,714.072488773219,850.058558100155,303.211052737258,101.393667538371,24.9948726727088,44.3127143735566,69.9760232735224,16.6351405543719,19.8941138472337,11.2252209212575,,,,,,,,,,,,,,,,,,,,,,,,-1.03036611,
#REF!,amazomix,station_19,amazomix_station_19,21.09.17,-50.03944,4.12639,zooplankton,3,UVP,optic cage,,,620,19000,77,4,Estimated from Biovolume,Lars Stemmann,0.50085,Day,28,1154.47229,31.988165,4,8.010436,0.116145,1,7.57035,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,481.662479917802,560.35297827697,277.113702826028,73.7666106539008,15.0158707961025,58.9392503655004,142.91495764504,55.7313813297469,61.2394406603716,23.2794533422324,3.23854991392376,5.20869014322419,,,3.78806208842398,,,,,,,,,,,,,,,,,,,-0.864312748,
#REF!,amazomix,station_20,amazomix_station_20_1,21.09.18,-49.27583,4.86,zooplankton,3,UVP,optic cage,,,620,19000,117,1,Estimated from Biovolume,Lars Stemmann,0.56259,Day,28,418.915253,34,4,8.143778,0.038953,1,6,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,137.026570735719,192.058479581101,71.8592703782116,13.6380816250382,6.92690910884582,32.3398581715443,46.3223480488803,36.3753824030972,7.11541087418959,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,amazomix,station_20,amazomix_station_20_2,21.09.18,-49.27583,4.86,zooplankton,3,UVP,optic cage,,,620,19000,102,1,Estimated from Biovolume,Lars Stemmann,0.65016,Day,28,418.915253,34,4,8.143778,0.038953,1,6,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,137.026570735719,192.058479581101,71.8592703782116,13.6380816250382,6.92690910884582,32.3398581715443,46.3223480488803,36.3753824030972,7.11541087418959,,,,,,,,,,,,,,,,,,,,,,,,,-0.284289431,
#REF!,amazomix,station_21,amazomix_station_21_1,21.09.19,-49.76194,4.35778,zooplankton,3,UVP,optic cage,,,620,19000,114,1,Estimated from Biovolume,Lars Stemmann,0.62433,Day,28,365.743317,34.051769,4,8.118981,0.034921,1,6,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,703.601660524264,792.939630878271,288.878834648963,72.9534211512707,28.2338140235342,39.2431851306378,63.3251225769304,21.2239624528095,39.0725046876614,31.2338598861156,5.37841806478504,,2.73093219020202,,,,,,,,,,,,,,,,,,,,,-0.730414238,
#REF!,amazomix,station_21,amazomix_station_21_2,21.09.19,-49.76194,4.35778,zooplankton,3,UVP,optic cage,,,620,19000,38,28,Estimated from Biovolume,Lars Stemmann,0.15498,Day,28,365.743317,34.051769,4,8.118981,0.034921,1,6,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,703.601660524264,792.939630878271,288.878834648963,72.9534211512707,28.2338140235342,39.2431851306378,63.3251225769304,21.2239624528095,39.0725046876614,31.2338598861156,5.37841806478504,,2.73093219020202,,,,,,,,,,,,,,,,,,,,,-1.448313953,
#REF!,amazomix,station_22,amazomix_station_22,21.09.20,-49.70583,3.43972,zooplankton,3,UVP,optic cage,,,620,19000,63,0,Estimated from Biovolume,Lars Stemmann,0.45423,Day,28,605.542969,34,4,7.987798,0.039011,1,6,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,740.900931218502,748.825446176616,248.30181433911,277.175350148528,291.00782891097,258.029351230756,139.868398407942,40.3476352605155,7.86997404443509,,,,,,,,,,,,,,,,,,,,,,,,,-2.012390863,
#REF!,amazomix,station_24,amazomix_station_24_1,21.09.21,-48.44333,4.19472,zooplankton,3,UVP,optic cage,,,620,19000,120,2,Estimated from Biovolume,Lars Stemmann,0.66906,Day,28,337.088867,35,4,8.129638,0.032834,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,501.195969000808,634.131605201755,200.973079903472,25.6510452817047,20.3841121935543,21.7852761531732,49.6334093507424,15.2930653328801,14.541905399221,2.25599005768328,,,,,,,,,,,,,,,,,,,,,,,,0.395744345,
#REF!,amazomix,station_24,amazomix_station_24_2,21.09.21,-48.44333,4.19472,zooplankton,3,UVP,optic cage,,,620,19000,126,3,Estimated from Biovolume,Lars Stemmann,0.60732,Day,28,337.088867,35,4,8.129638,0.032834,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,501.195969000808,634.131605201755,200.973079903472,25.6510452817047,20.3841121935543,21.7852761531732,49.6334093507424,15.2930653328801,14.541905399221,2.25599005768328,,,,,,,,,,,,,,,,,,,,,,,,-0.907763366,
#REF!,amazomix,station_25,amazomix_station_25,21.09.22,-48.87111,3.745,zooplankton,3,UVP,optic cage,,,620,19000,36,17,Estimated from Biovolume,Lars Stemmann,0.13482,Day,27.944666,338.728882,35,4,8.110633,0.033076,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,528.790351519513,1061.51349105472,229.302268725173,46.3609979792505,23.3018813100197,,45.4436624192738,31.7626453245429,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,amazomix,station_26,amazomix_station_26,21.09.23,-48.37694,3.51778,zooplankton,3,UVP,optic cage,,,620,19000,107,3,Estimated from Biovolume,Lars Stemmann,0.56322,Day,27.946543,382.874176,34.865231,4,8.054567,0.033595,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,1548.7306487645,2626.00793057179,917.043875109545,136.578883540799,31.0838100461998,46.1875597363142,61.1164141482897,52.5921346221176,8.60556524667535,2.15209412054277,,,,3.29882461337939,,,,,,,,,,,,,,,,,,,,-0.25164395,
#REF!,amazomix,station_27,amazomix_station_27,21.09.23,-48.41639,3.42,zooplankton,3,UVP,optic cage,,,620,19000,124,1,Estimated from Biovolume,Lars Stemmann,0.56322,Day,28,395.355804,34.758209,4,8.03665,0.034529,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,3341.80013393697,5301.98127315356,2345.68451166176,422.970920803425,107.638773562167,77.4198741562919,122.653373662632,68.7276620783744,24.0884847617136,5.71131753182226,2.16611736030727,,,,,,,,,,,,,,,,,,,,,,,-0.167158745,
#REF!,amazomix,station_29,amazomix_station_29,21.09.24,-48.98917,2.44889,zooplankton,3,UVP,optic cage,,,620,19000,45,12,Estimated from Biovolume,Lars Stemmann,0.126,Day,27,388.396912,34.927864,4,7.945534,0.035527,1,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,539.622846558916,237.797224197104,106.921503753034,41.8787202909592,,10.0811453047166,13.1961927019125,17.993377897181,,,,13.2724105187525,,,,,,,,,,,,,,,,,,,,,,-0.39108147,
#REF!,amazomix,station_30,amazomix_station_30,21.09.24,-47.93611,2.37444,zooplankton,3,UVP,optic cage,,,620,19000,42,1,Estimated from Biovolume,Lars Stemmann,0.3213,Day,27,359.842102,35,4,8.030984,0.033863,1,4,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,889.009587342194,1331.27189602547,623.745534324847,160.242653731558,41.3502998540542,21.1426094480763,54.2305355677383,14.1431474776701,15.762802442139,12.896119531626,,6.01099563586254,,,,,,,,,,,,,,,,,,,,,,-0.639004369,
#REF!,amazomix,station_32,amazomix_station_32,21.09.25,-48.52361,0.86056,zooplankton,3,UVP,optic cage,,,620,19000,29,6,Estimated from Biovolume,Lars Stemmann,0.31059,Day,28,1076.78931,33.999969,4,7.554917,0.138123,2,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,729.655158082004,958.792640478176,355.165195005864,140.579037342376,55.8679779411368,37.0137949437408,65.7839788047139,7.27009174599708,7.7963182516211,,,,,,,,,,,,,,,,,,,,,,,,,-1.911940021,
#REF!,amazomix,station_33,amazomix_station_33,21.09.25,-48.67056,0.42722,zooplankton,3,UVP,optic cage,,,620,19000,21,1,Estimated from Biovolume,Lars Stemmann,0.45108,Day,28,1094.16443,33.977657,4,7.483919,0.141949,2,5,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,1311.76801994787,1725.65012415734,570.592122792086,137.514189202514,23.5555809355109,33.0495991170081,61.7917697629351,6.77342826161628,,,3.84680441807405,,,,,,,,,,,,,,,,,,,,,,,-0.839313875,
#REF!,amazomix,station_34,amazomix_station_34,21.09.27,-49.09806,1.05528,zooplankton,3,UVP,optic cage,,,620,19000,31,2,Estimated from Biovolume,Lars Stemmann,0.73143,Day,28,3727.64673,32,4,7.27631,0.362115,2,7,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,455.377198879059,346.080310914965,112.581773032354,47.5682831167978,21.922641437735,19.1765383200313,49.3871559540327,22.8795689737874,7.53301461272449,6.67358420003382,3.46063362801919,3.50893607220686,,,,,,,,,,,,,,,,,,,,,,-1.042213428,
#REF!,triatlas,m158_61_1,m158_mn03_n1,19.09.28,5.00059999999999,0.0001833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,163.35,Night,27,527.107971,34,4,8.242093,0.049197,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0348908553173197,0.062749253119521,0.221375432300538,0.513814413629077,1.05136732962929,0.979481477592442,0.746484179328237,0.42532158110864,0.152175688985999,0.198991187253141,0.0617666159260002,,,,,,,,,,,,,,,,,,,,,-0.796120219,
#REF!,triatlas,m158_61_1,m158_mn03_n2,19.09.28,5.00059999999999,0.0001833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,102,Night,27,527.107971,34,4,8.242093,0.049197,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0163992565475286,0.0688629601597268,0.232797670501927,0.7180149635011,1.8492582133026,3.72776121236887,4.95767716676504,5.01137648170429,1.12647706718437,0.410563821390915,0.291509374183009,0.273225179859093,0.0689267826901977,0.0106575913966206,,,,,,,,,,,,,,,,,,,-0.86454188,
#REF!,triatlas,m158_61_1,m158_mn03_n3,19.09.28,5.00059999999999,0.0001833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,300,200,Estimated from Biovolume,Rainer Kiko,40.35,Night,27,527.107971,34,4,8.242093,0.049197,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.149564660962449,0.54837483121539,0.735924249795115,3.22900353724788,3.96280280630937,2.08351036934171,1.0131253123614,0.85820600703509,0.227955969376169,0.0894234384688147,0.0768594159661814,0.0392974822607764,,,,,,,,,,,,,,,,,,,,-1.046252726,
#REF!,triatlas,m158_61_1,m158_mn03_n4,19.09.28,5.00059999999999,0.0001833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,200,100,Estimated from Biovolume,Rainer Kiko,33.625,Night,27,527.107971,34,4,8.242093,0.049197,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,0.0463881651245615,0.0505967988054656,0.20595411586153,1.0577480788623,3.43042891151806,13.9870003139599,14.09113095159,6.07312409659091,4.42845425050601,2.0975382808364,0.647024077712093,0.290770144182976,0.219049477394087,0.0559446011679942,,0.0299388648970408,,,,,,,,,,,,,,,,,,-1.201546839,
#REF!,triatlas,m158_61_1,m158_mn03_n5,19.09.28,5.00059999999999,0.0001833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,100,0,Estimated from Biovolume,Rainer Kiko,43.7125,Night,27,527.107971,34,4,8.242093,0.049197,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.39056095564816,8.7237260690028,26.6675211806538,29.6242868934255,44.2383490027467,35.3281514177347,25.1454777314527,21.8788937239887,16.7252422301843,8.1082066756452,2.78115055662461,1.23796289837498,0.381070513656753,0.0314952525788254,,0.0299097592922584,,,,,,,,,,,,,,,,,-1.361890059,
#REF!,triatlas,m158_72_1,m158_mn04_n1,19.09.30,0.0013666666666551,0.0002833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,1000,600,Estimated from Biovolume,Rainer Kiko,163.35,Day,26.039295,455.147797,35,4,8.252779,0.04906,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,0.0110840844117991,0.0530112542861449,0.209015659219382,0.47361961395186,1.20170644767095,1.25792946298462,0.802824708662698,0.545068626272189,0.404740550853039,0.141738749053828,0.210144479641321,0.0160827449778428,0.00915401152611867,0.011958108201591,0.0155421435949002,0.00878021313101512,,,,,,,,,,,,,,,,,-1.406956772,
#REF!,triatlas,m158_72_1,m158_mn04_n2,19.09.30,0.0013666666666551,0.0002833333333333,zooplankton,3,Zooscan. Multinet,multiple opening-closing devices,,,200,239984,600,300,Estimated from Biovolume,Rainer Kiko,102,Day,26.039295,455.147797,35,4,8.252779,0.04906,0,2,,,,,,,gC m-3 g-1C,,,,,,,,,,,,,,,,,,,,,,,,,0.0623764325634969,0.432509114880721,1.12567574518963,2.49862412064795,4.38050971424767,3.41161381362898,3.59709955245773,1.05188395885616,0.784095492363496,0.237314542768178,0.184952539939146,0.0897908083440622,0.0256314627311741,0.0492272669363158,0.0163324977516651,,,,,,,,,,,,,,,,,-0.918147689,
