"","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","new_slopes","rob_reg__slopes","p_values_olsr_slopes","r.square.olsr","ratio_slopes_rr_olsr"
"998","#REF!","R�a de Vigo (NW Iberia)","8","","2001-10-08",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,15.23,NA,NA,NA,4.93,NA,"gC m-3",NA,NA,NA,NA,NA,NA,5e+08,3.37e+08,223000000,1.37e+08,1.12e+08,75500000,123000000,13300000,3650000,1710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.858191712,"","Phytoplankton","phytoplankton","4",0.773054693364263,"forestgreen","phytoplankton",-0.858191712,-0.853623720666218,-0.874999492902835,0.000114062112073126,0.859214709571296,1.02504121162417
"999","#REF!","R�a de Vigo (NW Iberia)","9","","2001-11-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.49,14.49,NA,NA,1.71,NA,"gC m-3",NA,NA,NA,NA,NA,NA,4.62e+08,2.27e+08,77200000,37500000,36700000,6850000,2450000,819000,267000,142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.012172617,"","Phytoplankton","phytoplankton","4",0.432969290874406,"forestgreen","phytoplankton",-1.012172617,-1.33474414498213,-1.32357068921554,1.35601667391984e-08,0.98509951225805,0.99162876585105
"1000","#REF!","R�a de Vigo (NW Iberia)","9","","2001-11-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.49,NA,NA,NA,1.38,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.08e+08,1.05e+08,70300000,37500000,17300000,7020000,6870000,3720000,800000,345000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.071964571,"","Phytoplankton","phytoplankton","4",0.376576957056512,"forestgreen","phytoplankton",-1.071964571,-1.01434414103555,-1.0520938811368,6.98252358401178e-08,0.977571248121726,1.03721590984171
"1001","#REF!","R�a de Vigo (NW Iberia)","9","","2001-11-05",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.49,NA,NA,NA,0.61,NA,"gC m-3",NA,NA,NA,NA,NA,NA,88500000,63800000,29700000,2.3e+07,10100000,4770000,4590000,555000,311000,20300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.975487115,"","Phytoplankton","phytoplankton","4",0.20682587603185,"forestgreen","phytoplankton",-0.975487115,-1.2085180051212,-1.11824276506312,1.74797814602919e-05,0.911403032876778,0.925300872907535
"1002","#REF!","R�a de Vigo (NW Iberia)","10","","2001-12-03",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.05,18.05,NA,NA,1.3,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.26e+08,1.1e+08,63600000,43600000,2.7e+07,7020000,1950000,652000,311000,224000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0892442,"","Phytoplankton","phytoplankton","4",0.361727836017593,"forestgreen","phytoplankton",-1.0892442,-1.15144288205512,-1.15669402144959,7.33074190672021e-07,0.959701247104304,1.00456048621804
"1003","#REF!","R�a de Vigo (NW Iberia)","10","","2001-12-03",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.05,NA,NA,NA,1.13,NA,"gC m-3",NA,NA,NA,NA,NA,NA,88500000,56400000,34200000,2.3e+07,19400000,5280000,2320000,892000,400000,224000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.069139505,"","Phytoplankton","phytoplankton","4",0.328379603438738,"forestgreen","phytoplankton",-1.069139505,-1.00472732237101,-1.00128322254246,1.87004324046313e-07,0.971326040810707,0.996572104936469
"1004","#REF!","R�a de Vigo (NW Iberia)","10","","2001-12-03",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.05,NA,NA,NA,0.62,NA,"gC m-3",NA,NA,NA,NA,NA,NA,49500000,36600000,30800000,13700000,8890000,2850000,1020000,387000,178000,81300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.973802212,"","Phytoplankton","phytoplankton","4",0.209515014542631,"forestgreen","phytoplankton",-0.973802212,-1.10032100557175,-1.11692636599897,1.72988863097539e-07,0.971877506211462,1.01509137819158
"1005","#REF!","R�a de Vigo (NW Iberia)","11","","2002-01-31",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.14,13.14,NA,NA,0.88,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.46e+08,2.5e+08,117000000,1.04e+08,61900000,12300000,6480000,265000,156000,20300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.985017313,"","Phytoplankton","phytoplankton","4",0.27415784926368,"forestgreen","phytoplankton",-0.985017313,-1.57217715295381,-1.57217715295381,1.39767025530179e-05,0.91617764798043,1
"1006","#REF!","R�a de Vigo (NW Iberia)","11","","2002-01-31",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.14,NA,NA,NA,0.6,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.69e+08,1.93e+08,95200000,60500000,23700000,4010000,5450000,508000,178000,61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.994189077,"","Phytoplankton","phytoplankton","4",0.204119982655925,"forestgreen","phytoplankton",-0.994189077,-1.39597819591859,-1.41873701414208,6.82645777923074e-07,0.960410014665518,1.01630313302172
"1007","#REF!","R�a de Vigo (NW Iberia)","11","","2002-01-31",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.14,NA,NA,NA,0.4,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.77e+08,1.03e+08,57000000,31300000,11600000,7040000,4720000,434000,133000,81300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.012450986,"","Phytoplankton","phytoplankton","4",0.146128035678238,"forestgreen","phytoplankton",-1.012450986,-1.27965130198417,-1.2917002685591,9.30168513053684e-07,0.957240340269178,1.00941582019746
"1008","#REF!","R�a de Vigo (NW Iberia)","12","","2002-02-18",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.46,14.46,NA,NA,0.95,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.41e+08,1.25e+08,107000000,54300000,40500000,22800000,19400000,2750000,3860000,893000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.953399783,"","Phytoplankton","phytoplankton","4",0.290034611362518,"forestgreen","phytoplankton",-0.953399783,-0.873065659741931,-0.875770566899349,1.98381761125586e-06,0.948374046064821,1.00309817151463
"1009","#REF!","R�a de Vigo (NW Iberia)","12","","2002-02-18",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.46,NA,NA,NA,0.92,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.27e+08,1.13e+08,89000000,58800000,18900000,8090000,12300000,1870000,622000,488000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.966751637,"","Phytoplankton","phytoplankton","4",0.28330122870355,"forestgreen","phytoplankton",-0.966751637,-1.04812651031938,-1.06197498364866,5.12211888918861e-07,0.963142864494918,1.01321259713683
"1010","#REF!","R�a de Vigo (NW Iberia)","13","","2002-02-21",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.24,13.24,NA,NA,1.91,NA,"gC m-3",NA,NA,NA,NA,NA,NA,5.08e+08,1.79e+08,73100000,5.5e+07,30800000,15400000,5670000,5030000,845000,366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.006562067,"","Phytoplankton","phytoplankton","4",0.463892988985907,"forestgreen","phytoplankton",-1.006562067,-1.08024608039067,-1.08612606547062,9.67932962044454e-08,0.975667933967659,1.0054431903866
"1011","#REF!","R�a de Vigo (NW Iberia)","13","","2002-02-21",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.24,NA,NA,NA,1.34,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.02e+08,1.08e+08,36500000,20900000,14200000,14200000,12700000,5550000,1560000,447000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.972823058,"","Phytoplankton","phytoplankton","4",0.369215857410143,"forestgreen","phytoplankton",-0.972823058,-0.867795326212863,-0.867795326212863,8.6424262131625e-06,0.92559431612547,1
"1012","#REF!","R�a de Vigo (NW Iberia)","14","","2002-02-25",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,15.33,15.33,NA,NA,14.74,NA,"gC m-3",NA,NA,NA,NA,NA,NA,8.41e+08,3.37e+08,134000000,1.08e+08,63700000,31600000,19700000,13600000,2590000,2110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.825175666,"","Phytoplankton","phytoplankton","4",1.19700472802305,"forestgreen","phytoplankton",-0.825175666,-0.920276383631173,-0.918917202781759,8.2782096278227e-08,0.976598536178222,0.998523073205409
"1013","#REF!","R�a de Vigo (NW Iberia)","14","","2002-02-25",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,15.33,NA,NA,NA,9.66,NA,"gC m-3",NA,NA,NA,NA,NA,NA,6.29e+08,3.84e+08,146000000,1.28e+08,69900000,38900000,21300000,6390000,2010000,791000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.919248658,"","Phytoplankton","phytoplankton","4",1.02775720469055,"forestgreen","phytoplankton",-0.919248658,-1.03637590022747,-1.03637590022747,2.95710870681381e-07,0.967856962766708,1
"1014","#REF!","R�a de Vigo (NW Iberia)","15","","2002-02-28",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.89,18.89,NA,NA,2.56,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.58e+08,1.05e+08,68100000,59800000,34100000,16800000,12200000,2750000,NA,1140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.721195711,"","Phytoplankton","phytoplankton","4",0.551449997972875,"forestgreen","phytoplankton",-0.721195711,-0.80335217173044,-0.80335217173044,4.81201646286144e-06,0.957172525870766,1
"1015","#REF!","R�a de Vigo (NW Iberia)","15","","2002-02-28",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.89,NA,NA,NA,2.2,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.12e+08,76100000,38800000,35100000,28400000,16800000,12100000,2600000,1650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.733519505,"","Phytoplankton","phytoplankton","4",0.505149978319906,"forestgreen","phytoplankton",-0.733519505,-0.784657771914345,-0.784657771914345,1.75347535093438e-05,0.938168110528886,1
"1016","#REF!","R�a de Vigo (NW Iberia)","15","","2002-02-28",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,20,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,18.89,NA,NA,NA,2.79,NA,"gC m-3",NA,NA,NA,NA,NA,NA,99200000,39200000,NA,33700000,2.4e+07,20600000,14600000,8580000,1250000,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.704965925,"","Phytoplankton","phytoplankton","4",0.578639209968072,"forestgreen","phytoplankton",-0.704965925,-0.662748210317769,-0.662748210317769,0.000346967983297574,0.856356527789913,1
"1017","#REF!","R�a de Vigo (NW Iberia)","16","","2002-03-20",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,17.25,17.25,NA,NA,0.35,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.4e+08,1.23e+08,93800000,51900000,31100000,16800000,9660000,1590000,445000,224000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.836480321,"","Phytoplankton","phytoplankton","4",0.130333768495006,"forestgreen","phytoplankton",-0.836480321,-1.07881713465581,-1.07881713465581,7.5759647058769e-06,0.927985913802535,1
"1018","#REF!","R�a de Vigo (NW Iberia)","16","","2002-03-20",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,17.25,NA,NA,NA,0.54,NA,"gC m-3",NA,NA,NA,NA,NA,NA,85400000,59300000,55100000,30600000,20600000,9060000,6820000,989000,511000,142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77331708,"","Phytoplankton","phytoplankton","4",0.187520720836463,"forestgreen","phytoplankton",-0.77331708,-1.01719968291257,-1.01719968291257,8.42477675966388e-06,0.926063558106368,1
"1019","#REF!","R�a de Vigo (NW Iberia)","17","","2002-04-11",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.52,13.52,NA,NA,2.76,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.41e+08,1.64e+08,65700000,31100000,22700000,11600000,9610000,3700000,2640000,1840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.774566029,"","Phytoplankton","phytoplankton","4",0.575187844927661,"forestgreen","phytoplankton",-0.774566029,-0.826376577680126,-0.826376577680126,2.43689171150254e-08,0.982751953333493,1
"1020","#REF!","R�a de Vigo (NW Iberia)","17","","2002-04-11",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,13.52,NA,NA,NA,2.75,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.08e+08,1.97e+08,93800000,50500000,12800000,6850000,12200000,3440000,1660000,1180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.852674306,"","Phytoplankton","phytoplankton","4",0.574031267727719,"forestgreen","phytoplankton",-0.852674306,-0.917707003381365,-0.925824147149448,4.50817992674312e-07,0.964296468721351,1.00884502759397
"1021","#REF!","R�a de Vigo (NW Iberia)","18","","2002-04-15",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.16,14.16,NA,NA,3.92,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.93e+08,1.86e+08,75200000,39900000,2.4e+07,16900000,19200000,6280000,2850000,384000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.829522387,"","Phytoplankton","phytoplankton","4",0.69196510276736,"forestgreen","phytoplankton",-0.829522387,-0.932232846774459,-0.875171842754766,5.67293314542164e-06,0.93297448254595,0.938791038937187
"1022","#REF!","R�a de Vigo (NW Iberia)","18","","2002-04-15",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.16,NA,NA,NA,1.25,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.38e+08,80700000,65100000,47400000,18500000,9060000,16900000,6730000,1720000,930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.773556684,"","Phytoplankton","phytoplankton","4",0.352182518111362,"forestgreen","phytoplankton",-0.773556684,-0.804586841085277,-0.812162767246681,2.98839880035286e-06,0.942838945621561,1.00941592103493
"1023","#REF!","R�a de Vigo (NW Iberia)","19","","2002-04-18",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,17.04,17.04,NA,NA,5.05,NA,"gC m-3",NA,NA,NA,NA,NA,NA,2.86e+09,1.12e+09,503000000,2.63e+08,1.12e+08,49300000,43300000,15800000,6520000,2830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.950924677,"","Phytoplankton","phytoplankton","4",0.781755374652469,"forestgreen","phytoplankton",-0.950924677,-1.06550336099783,-1.07108141429468,4.53535540712645e-10,0.993622351475047,1.00523513439847
"1024","#REF!","R�a de Vigo (NW Iberia)","19","","2002-04-18",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,17.04,NA,NA,NA,4.11,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.77e+09,7.98e+08,269000000,1.92e+08,81300000,17600000,11500000,3010000,1180000,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.891614676,"","Phytoplankton","phytoplankton","4",0.708420900134713,"forestgreen","phytoplankton",-0.891614676,-1.25708494956194,-1.25708494956194,1.11404698013158e-08,0.985812970341833,1
"1025","#REF!","R�a de Vigo (NW Iberia)","20","","2002-04-22",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,0,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.81,14.81,NA,NA,1.19,NA,"gC m-3",NA,NA,NA,NA,NA,NA,1.17e+09,7.13e+08,352000000,3.04e+08,1.99e+08,44200000,20600000,10600000,3890000,545000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95657481,"","Phytoplankton","phytoplankton","4",0.340444114840118,"forestgreen","phytoplankton",-0.95657481,-1.1599318882678,-1.068297819756,1.42216365263539e-06,0.952475667148929,0.921000474735941
"1026","#REF!","R�a de Vigo (NW Iberia)","20","","2002-04-22",-9.4718,42.1409,"phytoplankton",4,"Niskin Bottles","",NA,NA,0.5,150,10,NA,"Estimated from Biovolume","Cristina Gonz�lez",NA,"",15,1063.86023,35,"5",8.229122,0.085631,2,0,14.81,NA,NA,NA,2.35,NA,"gC m-3",NA,NA,NA,NA,NA,NA,3.16e+08,1.57e+08,79300000,66700000,23200000,12300000,12600000,7530000,4840000,1190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.805411922,"","Phytoplankton","phytoplankton","4",0.525044807036845,"forestgreen","phytoplankton",-0.805411922,-0.804611270000831,-0.804611270000831,2.06974757283672e-07,0.970591600347436,1
